"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8057","@Web Client App login","","2026-06-26","failed","2026-06-26","","ClientAppPO.spec.js","",""
